,Header,Links,Scikit_Location
65459,5. Dataset loading utilities,https://goo.gl/U2Uwz2,http://scikit-learn.org/stable/datasets/index.html
65471,5. Dataset loading utilities,http://www.cl.cam.ac.uk/research/dtg/attarchive/facedatabase.html,http://scikit-learn.org/stable/datasets/index.html
65479,5. Dataset loading utilities,http://people.csail.mit.edu/jrennie/20Newsgroups/,http://scikit-learn.org/stable/datasets/index.html
65483,5. Dataset loading utilities,https://en.wikipedia.org/wiki/Tf-idf,http://scikit-learn.org/stable/datasets/index.html
65491,5. Dataset loading utilities,http://vis-www.cs.umass.edu/lfw/,http://scikit-learn.org/stable/datasets/index.html
65496,5. Dataset loading utilities,http://vis-www.cs.umass.edu/lfw/lfw.pdf,http://scikit-learn.org/stable/datasets/index.html
65500,5. Dataset loading utilities,http://archive.ics.uci.edu/ml/datasets/Covertype,http://scikit-learn.org/stable/datasets/index.html
65506,5. Dataset loading utilities,http://jmlr.csail.mit.edu/papers/volume5/lewis04a/,http://scikit-learn.org/stable/datasets/index.html
65510,5. Dataset loading utilities,http://kdd.ics.uci.edu/databases/kddcup99/kddcup99.html,http://scikit-learn.org/stable/datasets/index.html
65513,5. Dataset loading utilities,http://lib.stat.cmu.edu/datasets/,http://scikit-learn.org/stable/datasets/index.html
65554,5. Dataset loading utilities,https://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets,http://scikit-learn.org/stable/datasets/index.html
65555,5. Dataset loading utilities,https://github.com/mblondel/svmlight-loader,http://scikit-learn.org/stable/datasets/index.html
65557,5. Dataset loading utilities,https://openml.org,http://scikit-learn.org/stable/datasets/index.html
65560,5. Dataset loading utilities,https://docs.openml.org/#data,http://scikit-learn.org/stable/datasets/index.html
65562,5. Dataset loading utilities,https://arxiv.org/pdf/1407.7722.pdf,http://scikit-learn.org/stable/datasets/index.html
65564,5. Dataset loading utilities,https://pandas.pydata.org/pandas-docs/stable/io.html,http://scikit-learn.org/stable/datasets/index.html
65565,5. Dataset loading utilities,https://docs.scipy.org/doc/scipy/reference/io.html,http://scikit-learn.org/stable/datasets/index.html
65566,5. Dataset loading utilities,https://docs.scipy.org/doc/numpy/reference/routines.io.html,http://scikit-learn.org/stable/datasets/index.html
65567,5. Dataset loading utilities,http://scikit-image.org/docs/dev/api/skimage.io.html,http://scikit-learn.org/stable/datasets/index.html
65568,5. Dataset loading utilities,https://imageio.readthedocs.io/en/latest/userapi.html,http://scikit-learn.org/stable/datasets/index.html
65569,5. Dataset loading utilities,https://docs.scipy.org/doc/scipy-0.14.0/reference/generated/scipy.io.wavfile.read.html,http://scikit-learn.org/stable/datasets/index.html
70787,6. Computing with scikit-learn,../auto_examples/applications/plot_out_of_core_classification.html,http://scikit-learn.org/stable/modules/computing.html
70794,6. Computing with scikit-learn,../auto_examples/applications/plot_prediction_latency.html,http://scikit-learn.org/stable/modules/computing.html
70803,6. Computing with scikit-learn,http://docs.scipy.org/doc/scipy/reference/sparse.html,http://scikit-learn.org/stable/modules/computing.html
70807,6. Computing with scikit-learn,../auto_examples/applications/plot_model_complexity_influence.html,http://scikit-learn.org/stable/modules/computing.html
70817,6. Computing with scikit-learn,https://wiki.python.org/moin/GlobalInterpreterLock,http://scikit-learn.org/stable/modules/computing.html
70820,6. Computing with scikit-learn,https://en.wikipedia.org/wiki/Basic_Linear_Algebra_Subprograms,http://scikit-learn.org/stable/modules/computing.html
70821,6. Computing with scikit-learn,https://en.wikipedia.org/wiki/LAPACK,http://scikit-learn.org/stable/modules/computing.html
70822,6. Computing with scikit-learn,http://docs.scipy.org/doc/numpy/user/install.html,http://scikit-learn.org/stable/modules/computing.html
70823,6. Computing with scikit-learn,"http://danielnouri.org/notes/2012/12/19/libblas-and-liblapack-issues-and-speed,-with-scipy-and-ubuntu/",http://scikit-learn.org/stable/modules/computing.html
70827,6. Computing with scikit-learn,https://github.com/scikit-learn/scikit-learn/blob/master/benchmarks/bench_sparsify.py,http://scikit-learn.org/stable/modules/computing.html
70830,6. Computing with scikit-learn,../developers/performance.html,http://scikit-learn.org/stable/modules/computing.html
70834,6. Computing with scikit-learn,https://joblib.readthedocs.io/en/latest/,http://scikit-learn.org/stable/modules/computing.html
75103,Column Transformer with Mixed Types,https://sphinx-gallery.readthedocs.io,http://scikit-learn.org/stable/auto_examples/compose/plot_column_transformer_mixed_types.html#sphx-glr-auto-examples-compose-plot-column-transformer-mixed-types-py
75384,A tutorial on statistical-learning for scientific data processing,https://en.wikipedia.org/wiki/Machine_learning,http://scikit-learn.org/stable/tutorial/statistical_inference/index.html#stat-learn-tut-index
75385,A tutorial on statistical-learning for scientific data processing,https://en.wikipedia.org/wiki/Statistical_inference,http://scikit-learn.org/stable/tutorial/statistical_inference/index.html#stat-learn-tut-index
75386,A tutorial on statistical-learning for scientific data processing,http://www.scipy.org,http://scikit-learn.org/stable/tutorial/statistical_inference/index.html#stat-learn-tut-index
75388,A tutorial on statistical-learning for scientific data processing,http://matplotlib.org,http://scikit-learn.org/stable/tutorial/statistical_inference/index.html#stat-learn-tut-index
75656,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L137,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75659,sklearn.decomposition.LatentDirichletAllocation,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75661,sklearn.decomposition.LatentDirichletAllocation,https://github.com/blei-lab/onlineldavb,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75670,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L284,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75672,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L529,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75674,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L438,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75676,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75678,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L488,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75680,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L798,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75682,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L727,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75684,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
75686,sklearn.decomposition.LatentDirichletAllocation,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/online_lda.py#L631,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html#sklearn.decomposition.LatentDirichletAllocation
77122,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L518,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77129,sklearn.tree.DecisionTreeClassifier,https://en.wikipedia.org/wiki/Decision_tree_learning,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77133,sklearn.tree.DecisionTreeClassifier,http://www.stat.berkeley.edu/~breiman/RandomForests/cc_home.htm,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77143,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L730,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77145,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L442,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77147,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L471,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77150,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L759,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77152,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77154,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L391,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77156,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L853,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77158,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/tree/tree.py#L802,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77160,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L263,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77162,sklearn.tree.DecisionTreeClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier
77552,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L106,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77556,sklearn.decomposition.PCA,http://www.miketipping.com/papers/met-mppca.pdf,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77573,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L313,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77575,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L324,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77577,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L343,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77579,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/base.py#L27,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77581,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77583,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/base.py#L48,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77585,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/base.py#L136,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77587,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L575,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77590,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/pca.py#L547,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77593,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77595,sklearn.decomposition.PCA,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/decomposition/base.py#L99,http://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html#sklearn.decomposition.PCA
77815,sklearn.utils.estimator_checks.check_estimator,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/estimator_checks.py#L271,http://scikit-learn.org/stable/modules/generated/sklearn.utils.estimator_checks.check_estimator.html#sklearn.utils.estimator_checks.check_estimator
77867,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L693,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77878,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L754,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77880,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L758,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77882,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L438,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77884,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77886,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L795,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77888,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77890,sklearn.preprocessing.OrdinalEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L778,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OrdinalEncoder.html#sklearn.preprocessing.OrdinalEncoder
77894,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L123,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77912,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L273,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77916,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L391,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77918,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L474,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77920,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L660,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77922,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77924,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L593,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77927,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
77929,sklearn.preprocessing.OneHotEncoder,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/_encoders.py#L573,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder
78167,sklearn.base.clone,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L30,http://scikit-learn.org/stable/modules/generated/sklearn.base.clone.html#sklearn.base.clone
78218,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L29,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78232,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L117,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78234,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L384,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78236,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L239,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78238,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L334,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78240,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L270,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78242,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L122,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78245,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L306,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78247,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L404,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78249,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L364,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78251,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L486,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78253,sklearn.pipeline.Pipeline,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L138,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline
78271,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L623,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78274,sklearn.pipeline.FeatureUnion,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78283,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L669,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78285,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L748,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78287,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L772,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78289,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L730,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78291,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L676,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78293,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L692,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
78295,sklearn.pipeline.FeatureUnion,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/pipeline.py#L806,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion
80646,sklearn.base.ClassifierMixin,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L259,http://scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html#sklearn.base.ClassifierMixin
80650,sklearn.base.ClassifierMixin,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L263,http://scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html#sklearn.base.ClassifierMixin
80701,sklearn.base.is_classifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L520,http://scikit-learn.org/stable/modules/generated/sklearn.base.is_classifier.html#sklearn.base.is_classifier
81034,sklearn.exceptions.NotFittedError,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/exceptions.py#L18,http://scikit-learn.org/stable/modules/generated/sklearn.exceptions.NotFittedError.html#sklearn.exceptions.NotFittedError
81133,sklearn.utils.validation.check_is_fitted,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/validation.py#L894,http://scikit-learn.org/stable/modules/generated/sklearn.utils.validation.check_is_fitted.html#sklearn.utils.validation.check_is_fitted
81231,sklearn.linear_model.enet_path,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L268,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.enet_path.html#sklearn.linear_model.enet_path
81243,sklearn.manifold.spectral_embedding,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/manifold/spectral_embedding_.py#L136,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.spectral_embedding.html#sklearn.manifold.spectral_embedding
81246,sklearn.manifold.spectral_embedding,https://en.wikipedia.org/wiki/LOBPCG,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.spectral_embedding.html#sklearn.manifold.spectral_embedding
81247,sklearn.manifold.spectral_embedding,https://doi.org/10.1137%2FS1064827500366124,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.spectral_embedding.html#sklearn.manifold.spectral_embedding
81250,sklearn.cluster.dbscan,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/dbscan_.py#L22,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.dbscan.html#sklearn.cluster.dbscan
81254,sklearn.cluster.dbscan,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.dbscan.html#sklearn.cluster.dbscan
81308,sklearn.preprocessing.maxabs_scale,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/preprocessing/data.py#L968,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.maxabs_scale.html#sklearn.preprocessing.maxabs_scale
81965,sklearn.impute.SimpleImputer,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/impute.py#L93,http://scikit-learn.org/stable/modules/generated/sklearn.impute.SimpleImputer.html#sklearn.impute.SimpleImputer
81973,sklearn.impute.SimpleImputer,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/impute.py#L163,http://scikit-learn.org/stable/modules/generated/sklearn.impute.SimpleImputer.html#sklearn.impute.SimpleImputer
81975,sklearn.impute.SimpleImputer,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/impute.py#L210,http://scikit-learn.org/stable/modules/generated/sklearn.impute.SimpleImputer.html#sklearn.impute.SimpleImputer
